Dataset,Candidates,Max depth,Min samples,Window size,Remove candi,k,useValidationSet,% Training set,useClustering,NumCluster(Medoids),Accuracy,Time
WormsTwoClass,Motifs,3,20,170,1,2,False,1,True,20,0.66,71.46
WormsTwoClass,Motifs,3,20,220,1,2,False,1,True,20,0.61,76.12
WormsTwoClass,Motifs,3,20,270,1,2,False,1,True,20,0.74,82.83
WormsTwoClass,Motifs,3,20,320,1,2,False,1,True,20,0.66,77.14
WormsTwoClass,Motifs,3,20,370,1,2,False,1,True,20,0.6,72.49
WormsTwoClass,Motifs,3,20,420,1,2,False,1,True,20,0.64,72.63
WormsTwoClass,Motifs,3,20,470,1,2,False,1,True,20,0.58,815.39
WormsTwoClass,Discords,3,20,90,1,2,False,1,True,20,0.79,68.18
WormsTwoClass,Discords,3,20,100,1,2,False,1,True,20,0.73,68.32
WormsTwoClass,Discords,3,20,110,1,2,False,1,True,20,0.65,69.92
WormsTwoClass,Discords,3,20,120,1,2,False,1,True,20,0.71,69.98
WormsTwoClass,Discords,3,20,130,1,2,False,1,True,20,0.71,70.36
WormsTwoClass,Discords,3,20,140,1,2,False,1,True,20,0.65,72.34
WormsTwoClass,Motifs,3,20,240,1,2,False,1,True,20,0.64,75.83
WormsTwoClass,Motifs,3,20,250,1,2,False,1,True,20,0.53,74.25
WormsTwoClass,Motifs,3,20,260,1,2,False,1,True,20,0.6,79.34
WormsTwoClass,Motifs,3,20,270,1,2,False,1,True,20,0.74,77.86
WormsTwoClass,Motifs,3,20,280,1,2,False,1,True,20,0.61,78.21
WormsTwoClass,Motifs,3,20,290,1,2,False,1,True,20,0.65,71.94
Yoga,Discords,3,20,20,1,2,False,1,True,20,0.56,84.07
Yoga,Discords,3,20,30,1,2,False,1,True,20,0.62,86.22
Yoga,Discords,3,20,40,1,2,False,1,True,20,0.59,87.18
Yoga,Discords,3,20,50,1,2,False,1,True,20,0.61,87.09
Yoga,Discords,3,20,60,1,2,False,1,True,20,0.59,85.37
Yoga,Discords,3,20,70,1,2,False,1,True,20,0.62,88.01
Yoga,Discords,3,20,80,1,2,False,1,True,20,0.63,88.96
Yoga,Discords,3,20,90,1,2,False,1,True,20,0.63,92.04
Yoga,Motifs,3,20,20,1,2,False,1,True,20,0.56,82.33
Yoga,Motifs,3,20,30,1,2,False,1,True,20,0.59,84.32
Yoga,Motifs,3,20,40,1,2,False,1,True,20,0.62,85.81
Yoga,Motifs,3,20,50,1,2,False,1,True,20,0.57,81.72
Yoga,Motifs,3,20,60,1,2,False,1,True,20,0.61,84.45
Yoga,Motifs,3,20,70,1,2,False,1,True,20,0.6,84.21
Yoga,Motifs,3,20,80,1,2,False,1,True,20,0.59,88.74
Yoga,Motifs,3,20,90,1,2,False,1,True,20,0.63,87.79
Yoga,Discords,3,20,120,1,2,False,1,True,20,0.62,96.12
Yoga,Discords,3,20,170,1,2,False,1,True,20,0.62,104.52
Yoga,Discords,3,20,220,1,2,False,1,True,20,0.73,416.39
Yoga,Discords,3,20,270,1,2,False,1,True,20,0.63,307.66
Yoga,Discords,3,20,320,1,2,False,1,True,20,0.62,223.29
Yoga,Discords,3,20,370,1,2,False,1,True,20,0.61,166.21
Yoga,Discords,3,20,420,1,2,False,1,True,20,0.6,134.72
Yoga,Discords,3,20,180,1,2,False,1,True,20,0.57,106.68
Yoga,Discords,3,20,190,1,2,False,1,True,20,0.63,108.75
Yoga,Discords,3,20,200,1,2,False,1,True,20,0.64,112.53
Yoga,Discords,3,20,210,1,2,False,1,True,20,0.61,112.61
Yoga,Discords,3,20,220,1,2,False,1,True,20,0.73,417.53
Yoga,Discords,3,20,230,1,2,False,1,True,20,0.67,386.11
Yoga,Discords,3,20,200,1,2,False,1,True,20,0.64,113.6
Yoga,Discords,3,20,210,1,2,False,1,True,20,0.61,115.49
Yoga,Discords,3,20,220,1,2,False,1,True,20,0.73,429.29
Yoga,Discords,3,20,230,1,2,False,1,True,20,0.67,418.12
Yoga,Discords,3,20,240,1,2,False,1,True,20,0.6,386.55
Yoga,Discords,3,20,250,1,2,False,1,True,20,0.65,358.42
Yoga,Discords,3,20,260,1,2,False,1,True,20,0.67,324.22
Yoga,Discords,3,20,270,1,2,False,1,True,20,0.63,307.53
Yoga,Discords,3,20,280,1,2,False,1,True,20,0.65,287.33
Yoga,Motifs,3,20,200,1,2,False,1,True,20,0.67,88.91
Yoga,Motifs,3,20,210,1,2,False,1,True,20,0.73,88.73
Yoga,Motifs,3,20,220,1,2,False,1,True,20,0.64,423.06
Yoga,Motifs,3,20,230,1,2,False,1,True,20,0.66,389.22
